date,deficit_MW,type,availability_MW,max_demand_MW
2022-08-18 08:35:00,950,afectación,,3080.0
2022-08-17 08:48:00,550,afectación,2327,2950.0
2022-08-16 08:42:00,800,afectación,,3000.0
2022-08-15 09:24:00,850,afectación,,3050.0
2022-08-14 08:52:00,850,afectación,,
2022-08-13 08:32:00,800,afectación,,
2022-08-12 08:56:00,950,afectación,,3050.0
2022-08-11 08:11:00,1071,afectación,,3000.0
2022-08-10 08:06:00,750,afectación,,2950.0
2022-08-08 07:52:00,850,afectación,,3000.0
2022-08-07 08:58:00,750,afectación,,2950.0
2022-08-04 09:49:00,650,afectación,,2900.0
2022-08-03 12:25:00,350,afectación,,2950.0
2022-08-02 08:44:00,650,afectación,,3100.0
2022-08-01 09:23:00,462,afectación,,3000.0
2022-07-31 08:52:00,500,afectación,,2900.0
2022-07-29 08:29:00,550,afectación,,2850.0
2022-07-27 08:50:00,93,afectación,,2600.0
2022-07-23 09:04:00,412,afectación,,2850.0
2022-07-22 08:27:00,653,afectación,,3030.0
2022-07-21 08:26:00,680,afectación,,3020.0
2022-07-20 09:20:00,571,afectación,,3000.0
2022-07-18 09:18:00,540,afectación,,2950.0
2022-07-15 08:22:00,119,afectación,,
2022-07-14 08:36:00,313,afectación,,2900.0
2022-07-11 10:11:00,298,afectación,,2780.0
2022-07-06 08:58:00,241,afectación,,2860.0
2022-07-04 08:55:00,450,afectación,,2850.0
2022-07-01 08:38:00,180,afectación,,2820.0
2022-06-29 08:46:00,431,déficit,,2750.0
2022-06-28 09:14:00,350,afectación,,2700.0
2022-06-24 08:44:00,415,afectación,,2900.0
2022-06-23 09:00:00,185,afectación,,2750.0
2022-06-21 08:24:00,562,déficit,,2750.0
2022-06-10 08:56:00,350,afectación,,2550.0
2022-06-09 09:03:00,140,afectación,,2550.0
2022-06-08 08:37:00,400,afectación,,2600.0
2022-06-07 09:41:00,150,afectación,,2600.0
2022-06-06 09:30:00,360,afectación,,2600.0
